Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
126,Malaga,2/20/2023,2/24/2023,4,Traveler 31 126,61,Female,Canadian,Resort,1751,Train,427,Australia is a renowned city known for its vibrant culture and rich history.,Hot,Australia,Coastal,Cultural
127,Granada,8/3/2023,8/5/2023,2,Traveler 32 127,70,Male,British,Resort,444,Car Rental,447,"Phuket, Thai is a renowned city known for its vibrant culture and rich history.",Rainy,Europe,Desert,Therapeutic
128,Bilbao,3/22/2023,3/31/2023,9,Traveler 33 128,67,Male,Chinese,Airbnb,263,Bus,81,Bali is a renowned city known for its vibrant culture and rich history.,Cold,Asia,Urban,Recreational
129,Doha,6/8/2023,6/15/2023,7,Traveler 34 129,42,Female,Japanese,Resort,1816,Train,734,"Vancouver, Canada is a renowned city known for its vibrant culture and rich history.",Moisture,North America,Rural,Religious
130,Muscat,9/27/2023,10/6/2023,9,Traveler 35 130,53,Female,American,Hostel,1254,Train,585,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Dry,South America,Archaeological,Archaeological
131,Kuwait City,10/27/2023,11/2/2023,6,Traveler 36 131,62,Female,Chinese,Resort,1193,Flight,1430,Sydney is a renowned city known for its vibrant culture and rich history.,Hot,Africa,Coastal,Environmental
132,Manama,7/21/2023,7/26/2023,5,Traveler 37 132,49,Male,Australian,Hotel,982,Car Rental,1260,"Bangkok, Thai is a renowned city known for its vibrant culture and rich history.",Rainy,Australia,Desert,Sports
133,Nairobi,4/9/2023,4/10/2023,1,Traveler 38 133,42,Female,Japanese,Airbnb,1861,Car Rental,436,"Los Angeles, USA is a renowned city known for its vibrant culture and rich history.",Cold,Europe,Urban,Cultural
134,Dar es Salaam,3/18/2023,3/27/2023,9,Traveler 39 134,62,Female,Japanese,Resort,1788,Flight,51,Paris is a renowned city known for its vibrant culture and rich history.,Moisture,Asia,Rural,Therapeutic
135,Victoria,3/24/2023,4/4/2023,11,Traveler 40 135,61,Female,Chinese,Hotel,1213,Car Rental,1315,Sydney is a renowned city known for its vibrant culture and rich history.,Dry,North America,Archaeological,Recreational
136,Addis Ababa,1/20/2023,1/26/2023,6,Traveler 41 136,51,Female,Australian,Hostel,1602,Flight,558,"Sydney, Aus is a renowned city known for its vibrant culture and rich history.",Hot,South America,Coastal,Religious
137,Cairo,1/16/2023,1/21/2023,5,Traveler 42 137,23,Male,Australian,Hotel,1977,Bus,1050,Bali is a renowned city known for its vibrant culture and rich history.,Rainy,Africa,Desert,Archaeological
138,Alexandria,4/7/2023,4/8/2023,1,Traveler 43 138,37,Male,Chinese,Airbnb,1419,Bus,322,"Cape Town, South Africa is a renowned city known for its vibrant culture and rich history.",Cold,Australia,Urban,Environmental
139,Dakar,2/19/2023,2/26/2023,7,Traveler 44 139,64,Male,American,Resort,1706,Flight,267,"Los Angeles, USA is a renowned city known for its vibrant culture and rich history.",Moisture,Europe,Rural,Sports
140,Luanda,8/2/2023,8/9/2023,7,Traveler 45 140,26,Female,American,Hotel,129,Train,969,"Sydney, Aus is a renowned city known for its vibrant culture and rich history.",Dry,Asia,Archaeological,Cultural
141,Antananarivo,4/24/2023,5/5/2023,11,Traveler 46 141,40,Female,American,Hostel,870,Train,260,Bali is a renowned city known for its vibrant culture and rich history.,Hot,North America,Coastal,Therapeutic
142,Nouakchott,5/30/2023,6/12/2023,13,Traveler 47 142,30,Female,Canadian,Hostel,813,Bus,994,Barcelona is a renowned city known for its vibrant culture and rich history.,Rainy,South America,Desert,Recreational
143,Tripoli,8/10/2023,8/21/2023,11,Traveler 48 143,21,Female,British,Villa,70,Flight,1079,"Honolulu, Hawaii is a renowned city known for its vibrant culture and rich history.",Cold,Africa,Urban,Religious
144,Tashkent,3/17/2023,3/21/2023,4,Traveler 49 144,43,Male,British,Resort,795,Flight,272,"Vancouver, Canada is a renowned city known for its vibrant culture and rich history.",Moisture,Australia,Rural,Archaeological
145,Yerevan,3/26/2023,3/27/2023,1,Traveler 50 145,18,Female,Australian,Villa,1399,Flight,1310,Sydney is a renowned city known for its vibrant culture and rich history.,Dry,Europe,Archaeological,Environmental
146,Baku,10/18/2023,10/23/2023,5,Traveler 51 146,48,Male,American,Airbnb,1477,Car Rental,568,Paris is a renowned city known for its vibrant culture and rich history.,Hot,Asia,Coastal,Sports
147,Nur-Sultan,3/24/2023,3/31/2023,7,Traveler 52 147,35,Female,British,Hostel,384,Flight,754,"New York City, USA is a renowned city known for its vibrant culture and rich history.",Rainy,North America,Desert,Cultural
148,Ulaanbaatar,9/3/2023,9/16/2023,13,Traveler 53 148,23,Male,Australian,Hostel,572,Flight,1271,"Phuket, Thai is a renowned city known for its vibrant culture and rich history.",Cold,South America,Urban,Therapeutic
149,Hanoi,3/30/2023,4/12/2023,13,Traveler 54 149,29,Female,British,Resort,1473,Bus,289,Sydney is a renowned city known for its vibrant culture and rich history.,Moisture,Africa,Rural,Recreational
150,Phnom Penh,6/4/2023,6/15/2023,11,Traveler 55 150,48,Female,Japanese,Hostel,1876,Train,367,"Cape Town, SA is a renowned city known for its vibrant culture and rich history.",Dry,Australia,Archaeological,Religious
151,Vientiane,8/9/2023,8/17/2023,8,Traveler 56 151,37,Female,Japanese,Hostel,1339,Train,603,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Hot,Europe,Coastal,Archaeological
152,Yangon,4/27/2023,5/7/2023,10,Traveler 57 152,56,Female,Australian,Airbnb,91,Bus,1327,"Cancun is known for its beaches, numerous resorts, and nightlife.",Rainy,Asia,Desert,Environmental
153,Chennai,6/21/2023,6/27/2023,6,Traveler 58 153,18,Female,British,Hostel,1717,Bus,333,Cape Town is a renowned city known for its vibrant culture and rich history.,Cold,North America,Urban,Sports
154,Bangalore,9/3/2023,9/13/2023,10,Traveler 59 154,60,Female,American,Resort,759,Bus,394,"Sydney, Aus is a renowned city known for its vibrant culture and rich history.",Moisture,South America,Rural,Cultural
155,Hyderabad,5/22/2023,6/3/2023,12,Traveler 60 155,21,Male,Japanese,Hotel,1138,Bus,600,"Paris, France is a renowned city known for its vibrant culture and rich history.",Dry,Africa,Archaeological,Therapeutic
156,Ahmedabad,9/28/2023,9/29/2023,1,Traveler 61 156,38,Female,Chinese,Resort,1592,Bus,352,"Auckland, based around 2 large harbours, is a major city in the north of New Zealand’s North Island.",Hot,Australia,Coastal,Recreational
157,Pune,10/12/2023,10/16/2023,4,Traveler 62 157,63,Male,British,Hostel,403,Car Rental,1231,Australia is a renowned city known for its vibrant culture and rich history.,Rainy,Europe,Desert,Religious
158,Alexandria,1/10/2023,1/22/2023,12,Traveler 63 158,60,Female,British,Villa,1817,Flight,1386,"Auckland, based around 2 large harbours, is a major city in the north of New Zealand’s North Island.",Cold,Asia,Urban,Archaeological
159,Cairo,4/29/2023,5/10/2023,11,Traveler 64 159,53,Male,American,Airbnb,977,Flight,864,"Phuket, Thai is a renowned city known for its vibrant culture and rich history.",Moisture,North America,Rural,Environmental
160,Luxor,7/4/2023,7/15/2023,11,Traveler 65 160,52,Female,Canadian,Hotel,849,Flight,759,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Dry,South America,Archaeological,Sports
161,Sharm El-Sheikh,9/1/2023,9/12/2023,11,Traveler 66 161,34,Female,American,Hotel,1935,Car Rental,101,"Cancun is known for its beaches, numerous resorts, and nightlife.",Hot,Africa,Coastal,Cultural
162,Aswan,2/26/2023,2/28/2023,2,Traveler 67 162,47,Female,American,Villa,1108,Flight,1264,"Cape Town, South Africa is a renowned city known for its vibrant culture and rich history.",Rainy,Australia,Desert,Therapeutic
163,Sao Paulo,3/5/2023,3/19/2023,14,Traveler 68 163,49,Female,American,Villa,1061,Train,781,"Auckland, based around 2 large harbours, is a major city in the north of New Zealand’s North Island.",Cold,Europe,Urban,Recreational
164,Paris,3/2/2023,3/7/2023,5,Traveler 69 164,41,Male,Japanese,Hotel,54,Train,623,"Athens, Greece is a renowned city known for its vibrant culture and rich history.",Moisture,Asia,Rural,Religious
165,Mexico City,7/30/2023,8/11/2023,12,Traveler 70 165,58,Female,Chinese,Hotel,74,Bus,1302,Paris is a renowned city known for its vibrant culture and rich history.,Dry,North America,Archaeological,Archaeological
166,Dubai,10/18/2023,10/20/2023,2,Traveler 71 166,46,Male,British,Villa,492,Train,457,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times.",Hot,South America,Coastal,Environmental
167,New York,7/30/2023,8/5/2023,6,Traveler 72 167,57,Male,Chinese,Resort,58,Bus,1189,"Cancun is known for its beaches, numerous resorts, and nightlife.",Rainy,Africa,Desert,Sports
168,Los Angeles,6/27/2023,7/6/2023,9,Traveler 73 168,52,Female,Japanese,Hotel,867,Car Rental,1405,Australia is a renowned city known for its vibrant culture and rich history.,Cold,Australia,Urban,Cultural
169,Toronto,3/30/2023,3/31/2023,1,Traveler 74 169,53,Female,Australian,Villa,1674,Flight,785,"Bangkok, Thai is a renowned city known for its vibrant culture and rich history.",Moisture,Europe,Rural,Therapeutic
170,Tokyo,10/11/2023,10/13/2023,2,Traveler 75 170,37,Male,British,Hostel,1676,Bus,1237,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Dry,Asia,Archaeological,Recreational
171,London,3/22/2023,4/3/2023,12,Traveler 76 171,52,Male,Japanese,Hotel,1528,Car Rental,1192,Paris is a renowned city known for its vibrant culture and rich history.,Hot,North America,Coastal,Religious
172,Rome,2/7/2023,2/11/2023,4,Traveler 77 172,25,Male,Australian,Villa,652,Bus,1183,"Barcelona, the cosmopolitan capital of Spain’s Catalonia region, is known for its art and architecture.",Rainy,South America,Desert,Archaeological
173,Moscow,8/31/2023,9/2/2023,2,Traveler 78 173,63,Male,British,Hostel,927,Train,320,"Cape Town, SA is a renowned city known for its vibrant culture and rich history.",Cold,Africa,Urban,Environmental
174,Buenos Aires,9/4/2023,9/5/2023,1,Traveler 79 174,61,Male,Canadian,Resort,1184,Bus,875,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Moisture,Australia,Rural,Sports
175,Bangkok,10/20/2023,10/24/2023,4,Traveler 80 175,30,Male,Canadian,Hotel,1491,Train,197,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Dry,Europe,Archaeological,Cultural
176,Berlin,8/5/2023,8/8/2023,3,Traveler 81 176,35,Female,Japanese,Villa,284,Bus,52,"Seoul, South Korea is a renowned city known for its vibrant culture and rich history.",Hot,Asia,Coastal,Therapeutic
177,Singapore,9/28/2023,10/5/2023,7,Traveler 82 177,33,Male,British,Hotel,245,Bus,159,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Rainy,North America,Desert,Recreational
178,Sydney,10/13/2023,10/25/2023,12,Traveler 83 178,32,Female,Canadian,Resort,689,Bus,1384,"Paris, France is a renowned city known for its vibrant culture and rich history.",Cold,South America,Urban,Religious
179,Madrid,10/18/2023,10/31/2023,13,Traveler 84 179,24,Female,Chinese,Hostel,1744,Flight,745,"Barcelona, the cosmopolitan capital of Spain’s Catalonia region, is known for its art and architecture.",Moisture,Africa,Rural,Archaeological
180,Cape Town,2/5/2023,2/18/2023,13,Traveler 85 180,30,Male,British,Resort,173,Train,1426,"Phuket is among the world’s finest beach destinations, with fine white sands, nodding palm trees, glittering seas and lively towns.",Dry,Australia,Archaeological,Environmental
181,Istanbul,9/10/2023,9/20/2023,10,Traveler 86 181,41,Female,American,Resort,285,Train,421,"Edinburgh, Scotland is a renowned city known for its vibrant culture and rich history.",Hot,Europe,Coastal,Sports
182,Hong Kong,6/13/2023,6/23/2023,10,Traveler 87 182,27,Male,Canadian,Airbnb,1257,Train,1026,"Bangkok, Thai is a renowned city known for its vibrant culture and rich history.",Rainy,Asia,Desert,Cultural
183,Muscat,1/5/2023,1/13/2023,8,Traveler 88 183,64,Male,Japanese,Villa,1660,Train,385,"Los Angeles, USA is a renowned city known for its vibrant culture and rich history.",Cold,North America,Urban,Therapeutic
184,Ho Chi Minh City,3/15/2023,3/19/2023,4,Traveler 89 184,21,Female,Chinese,Villa,200,Train,1232,Tokyo is a renowned city known for its vibrant culture and rich history.,Moisture,South America,Rural,Recreational
185,Nice,8/22/2023,8/28/2023,6,Traveler 90 185,28,Male,British,Airbnb,1862,Flight,134,"Cape Town, South Africa is a renowned city known for its vibrant culture and rich history.",Dry,Africa,Archaeological,Religious
186,Tunis,1/29/2023,2/5/2023,7,Traveler 91 186,38,Male,Japanese,Resort,725,Train,52,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Hot,Australia,Coastal,Archaeological
187,Stockholm,1/6/2023,1/8/2023,2,Traveler 92 187,24,Male,Australian,Hostel,1189,Train,243,Australia is a renowned city known for its vibrant culture and rich history.,Rainy,Europe,Desert,Environmental
188,Lisbon,1/4/2023,1/17/2023,13,Traveler 93 188,59,Female,Canadian,Hostel,1391,Flight,1128,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Cold,Asia,Urban,Sports
189,Prague,8/27/2023,9/3/2023,7,Traveler 94 189,37,Male,Japanese,Hostel,1600,Car Rental,1018,"Amsterdam, Netherlands is a renowned city known for its vibrant culture and rich history.",Moisture,North America,Rural,Cultural
190,San Salvador,3/1/2023,3/5/2023,4,Traveler 95 190,43,Male,Australian,Hotel,1666,Car Rental,711,"Bangkok, Thailand is a renowned city known for its vibrant culture and rich history.",Dry,South America,Archaeological,Therapeutic
191,Miami,5/9/2023,5/21/2023,12,Traveler 96 191,36,Male,Chinese,Hotel,1474,Train,1199,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Hot,Africa,Coastal,Recreational
192,Brussels,8/17/2023,8/22/2023,5,Traveler 97 192,38,Male,British,Hotel,1955,Bus,931,"Phuket is among the world’s finest beach destinations, with fine white sands, nodding palm trees, glittering seas and lively towns.",Rainy,Australia,Desert,Religious
193,Johannesburg,2/17/2023,2/20/2023,3,Traveler 98 193,21,Female,Chinese,Hostel,226,Car Rental,1283,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Cold,Europe,Urban,Archaeological
194,Budapest,6/16/2023,6/27/2023,11,Traveler 99 194,23,Female,Canadian,Resort,1547,Flight,1471,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Moisture,Asia,Rural,Environmental
195,Kigali,2/24/2023,3/10/2023,14,Traveler 100 195,62,Female,Canadian,Hotel,433,Train,324,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Dry,North America,Archaeological,Sports
196,Vienna,5/1/2023,5/8/2023,7,John Smith 196,35,Male,American,Hotel,1200,Flight,600,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times.",Hot,South America,Coastal,Cultural
197,Porto,6/15/2023,6/20/2023,5,Jane Doe 197,28,Female,Canadian,Resort,800,Flight,500,"Phuket is among the world’s finest beach destinations, with fine white sands, nodding palm trees, glittering seas and lively towns.",Rainy,Africa,Desert,Therapeutic
198,Beijing,7/1/2023,7/8/2023,7,David Lee 198,45,Male,Korean,Villa,1000,Flight,700,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Cold,Australia,Urban,Recreational
199,Riyadh,8/15/2023,8/29/2023,14,Sarah Johnson 199,29,Female,British,Hotel,2000,Flight,1000,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean, with iconic sites like the Empire State Building and Central Park.",Moisture,Europe,Rural,Religious
200,Edinburgh,9/10/2023,9/17/2023,7,Kim Nguyen 200,26,Female,Vietnamese,Airbnb,700,Flight,200,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Dry,Asia,Archaeological,Archaeological
201,Caracas,10/5/2023,10/10/2023,5,Michael Brown 201,42,Male,American,Hotel,1500,Flight,800,"Paris, France is a renowned city known for its vibrant culture and rich history.",Hot,North America,Coastal,Environmental
202,Brisbane,11/20/2023,11/30/2023,10,Emily Davis 202,33,Female,Australian,Hostel,500,Flight,1200,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Rainy,South America,Desert,Sports
203,Lagos,1/5/2024,1/12/2024,7,Lucas Santos 203,25,Male,Brazilian,Airbnb,900,Flight,600,"Rio de Janeiro, Brazil is a renowned city known for its vibrant culture and rich history.",Cold,Africa,Urban,Cultural
204,Marrakech,2/14/2024,2/21/2024,7,Laura Janssen 204,31,Female,Dutch,Hotel,1200,Flight,200,"Amsterdam, Netherlands is a renowned city known for its vibrant culture and rich history.",Moisture,Australia,Rural,Therapeutic
